meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.15755931190719208,-0.2256333398010021,0.6184466607814019,-0.11086125437292838,-0.18082291775632342,-0.6692964591535111,0.9999999999999998,-0.5517014163959194,1.0000000000000002,-0.22331078454090092,-0.5118994983195572,-0.613939912325314,0.542411740873922,-0.6132028343278852,-0.19053599755958528,-0.030271327059048003,0.4914860854163651,-0.38268287605662377,-0.2625842973020613,-0.07206224599881206,0.6210502565990635,0.13516036147323618,-0.3170245595081219,0.5126231190875452,0.571428872984926,-0.1782696730063087,-0.3676820837720461,0.579719696228016,-0.1146983696010489,-0.5567415610627342,-0.3435795933335285,-0.7772619681516664,-0.025472271981139216,-0.5277279844018119,-0.25381522895684805,-0.5690375987928888,pop
-0.12790128374285314,-0.20564153093378534,0.7178965342685932,0.2589903476760247,-0.46077931257928073,-0.5234837647071287,0.9155691066304337,-0.310348515893223,0.9025786900180341,0.1248869243031363,-0.6756630300494869,0.10560428189513549,0.7097237798044214,0.08763642167726138,-0.1475402325624411,0.27275151409012066,0.6610767903658049,-0.0855900357483308,-0.06047329804880752,0.7422462456458445,0.673713834422758,0.9964350147928607,0.19123822095681722,0.8210117426284804,0.6276119379788261,0.4915194450061233,-0.06663024112400684,0.37890577809425885,0.03303516023687397,-0.4776170004689483,0.09497186881458616,-0.5054678738548174,0.30872125650035565,0.03864540004879058,-0.09304563302121213,-0.25431998584566173,pop
-0.3434904196436721,-0.3555644131253638,0.30670786957794705,0.03888756791176129,-0.6349132691736412,-0.6898634231982412,0.7194967710630575,-0.5423860278997489,0.6217177632761324,0.030388528637630197,-0.40573572979569184,-0.3834189715297881,0.6183123226500369,-0.6758765243790144,-0.09776190805702567,-0.6573899047509175,0.28276350786841115,-0.6757951307275263,0.05168708474262146,-0.37962267435236885,0.5688372769905201,-0.29674832968562237,0.11997923447971398,-0.33392061062279943,0.6585200179832749,-0.5444085235969299,-0.11414932156450083,-0.4825486194472075,0.2785426541434609,-0.8261655747226384,0.10839969412370373,-0.7934993992013601,0.3782031538497917,-0.6785029970419827,0.0380880763753087,-0.5958233144148919,pop
-0.4297426705502585,-0.4742539462793627,-0.26381247612633874,-0.04328403724063845,-0.11938118143999432,-0.5167220595915203,-0.014397361267248998,-0.03859970674878155,-0.17159660636708984,0.0866390150329246,0.10388857773489679,-0.004108178481580849,-0.14074678164592502,-0.290576694267091,0.09223934417989788,0.21419168014515955,0.558229256211979,-0.5470958583483604,-0.3238056542186453,-0.22265871863587106,0.747366474455398,-0.29572959491451956,-0.23154781260592752,0.06012765112756502,0.5372715723122897,-0.5441381639320848,-0.19941103283276015,-0.3799801170578576,-0.10214351916409403,-0.7231253361718897,-0.12683239250601092,-0.8119582449415519,-0.09531638058488567,-0.576131623427048,-0.12129081930802038,-0.505903241324091,pop
-0.3324869094741384,-0.339564968922898,0.04474979665489176,-0.04798650269790694,-0.35700823764355993,-0.6233776857476554,0.41938892122219174,-0.3790265439621513,0.22264983484237222,0.17555403099526545,-0.1900887290894795,-0.1531167064422616,0.3760663328597713,-0.2887708767734105,-0.023330254083726742,-0.5693217262452853,0.4462796546695653,-0.6254767629577083,-0.13555409539412214,0.11887634052678897,0.4375553718946364,-0.27182007401771946,0.20743105971195747,-0.5002220606755707,0.7180669380350337,-0.6745851290637768,-0.2096418818896942,-0.3045626593628379,0.020842157701216002,-0.7959884808893208,-0.17345137720413964,-0.8093436705989199,0.24787978193712834,-0.7351811414307085,-0.01937712049490333,-0.648398877617167,pop
-0.6561859477042827,-0.366603204447148,-0.3062307502981856,0.16296960331497412,-0.06443978291027763,-0.632523721938743,0.1347628369848115,-0.2749392813283488,-0.19005211916138343,0.32214952788443285,-0.14795761056532675,0.019452201990572737,0.5571016074819213,-0.3931830114779532,0.1188087879902332,-0.39161717249009254,0.2535529821049815,-0.7267423537822951,-0.1655879824755454,-0.00023457335767673726,0.030029591047428278,-0.136156188584182,-0.12334087832015476,-0.0035847852985710915,0.28364934968651845,-0.26812514624046013,-0.733630454906109,0.4111047114257991,-0.4838291908185869,-0.6755959671370412,-0.8030454482016874,-0.7156806783243864,-0.24312033549067114,-0.5920813607034585,-0.5359069460729275,-0.4609418528421052,pop
-0.6566008613607508,-0.5898974553146135,-0.24054515775864194,-0.2209311623286908,-0.4258129297273987,-0.6232358204684403,0.21828617792050964,-0.3698617005491742,-0.03643383469363726,0.038799128233964364,-0.10931883159601519,-0.4795004506124687,0.29508469389709435,-0.32339328741171003,-0.09633312507278213,-0.310054517214171,0.3138014822826466,-0.6457766597810868,0.09905134521866982,-0.3105673851207864,0.44237211828824496,-0.11863896219229875,0.3671186801203015,-0.640377479057408,0.8472262288346026,-0.8204181072310035,-0.0955637167879369,-0.30514074357585796,0.15731443314028828,-0.6118995364349878,-0.1999954489309796,-0.7722384852050703,0.2317904491457653,-0.5802362889195167,-0.25453275882689497,-0.2754585766092974,pop
-0.3904752421021186,-0.5501592687599245,-0.2135236582647877,-0.2827522590789403,0.12385801077204217,-0.2987213354607645,0.04257473697354919,-0.32776770679253797,-0.19610066868698128,-0.09518181489228006,-0.19093818840944798,-0.16860544171079161,0.04597865673184298,-0.31544719930849363,-0.03230604317592112,-0.29043997126232457,0.4658430544131406,-0.5798234490458662,-0.44496094984572576,0.39438848779666724,0.4599534983744581,0.20048436747666787,0.3802509043723054,0.3780635894919724,0.6699475025492424,-0.12223418256916463,-0.29948096800231333,1.0,0.056724194409863135,-0.6879107287752413,-0.03423235364265784,-0.605361951316178,0.10058154872833105,-0.3640559500481153,0.2663697494072888,-0.49143261725176324,pop
-0.6654800136091679,-0.8086503288655305,-0.029777870893219927,-0.3247687318326017,-0.4985940443227568,-0.72566758022452,0.6375693236837761,-0.36644196185797373,0.39720254584441106,0.12797768663847453,-0.25228223728012855,-0.39536815140927606,0.6944950957112124,-0.2568389224943066,0.04966313205270445,-0.4473622052198901,0.7430195831654284,-0.6298205589506597,0.12275628040894776,-0.3632511625900623,0.49758180743923036,-0.4279553340277318,0.19445420862458668,-0.32575095530016474,0.5502458965598774,-0.6830487040268899,0.0002663324202937245,-0.5220297808290157,0.17095551963492778,-0.6761275575398736,-0.2176652615104233,-0.6730585359569964,0.3541708956117692,-0.7329492742718214,0.023175254591680308,-0.6342122871228971,pop
0.29522766312330395,-0.07309043050290476,0.6439595661431852,-0.07072437686874533,-0.4668045342496221,-0.5638078621010523,0.7095499717309364,-0.6788363796463843,0.7767862122817784,-0.37990219753050347,-0.5906491734669623,-0.4265930943844388,0.5351144228452593,-0.30133894299085173,-0.028662682653154803,0.01245342301844099,0.39666214883593753,-0.5388592055974628,-0.0865667311333207,-0.11874873080160087,0.09977695164985986,-0.026813571420856608,0.17988116699312787,-0.10324872361315163,0.39266811588288075,-0.6108232501319254,-0.16841776268234362,0.16533667353264292,0.19249007559913806,-0.6772929066800014,-0.06900746354981471,-0.7159380047614656,0.15132566417044446,-0.5643132349300135,-0.11483853558642235,-0.5054958527162746,pop
